1501000, ,
501000, ,983910
1001000, ,
1000000, ,
1002000, ,
1000000, ,
517000, ,
1000000, ,
1000000, ,
1000000, ,
998000, ,
1000000, ,
1000000, ,
509000, ,
1001000, ,
518000, ,
1002000, ,
1000000, ,
1001000, ,
999000, ,
1001000, ,
1000000, ,
1001000, ,
500000, ,
506000, ,
500000, ,
501000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
999000, ,
1002000, ,
999000, ,
1001000, ,
1001000, ,
1000000, ,
1000000, ,
1000000, ,
520000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1501000, ,
1000000, ,
999000, ,
499000, ,
999000, ,
1001000, ,
1000000, ,
1001000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
501000, ,
1010000, ,
1002000, ,
1000000, ,
1022000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1501000, ,
1000000, ,
1000000, ,
1001000, ,
999000, ,
1000000, ,
996000, ,
1001000, ,
1002000, ,
1001000, ,
1002000, ,
1499000, ,
1000000, ,
1001000, ,
1000000, ,
1001000, ,
1500000, ,
1000000, ,
1002000, ,
1000000, ,
1018000, ,
1499000, ,
1001000, ,
999000, ,
2000000, ,
1000000, ,
1001000, ,
1000000, ,
1001000, ,
1001000, ,
1002000, ,
1001000, ,
1000000, ,
499000, ,
1002000, ,
500000, ,
1000000, ,
1001000, ,
1019000, ,
1000000, ,
1000000, ,
1001000, ,
999000, ,
1002000, ,
999000, ,
1000000, ,
999000, ,
1008000, ,
1000000, ,
1000000, ,
1000000, ,
500000, ,
1000000, ,
1000000, ,
1000000, ,
1002000, ,
1000000, ,
1001000, ,
1001000, ,
1022000, ,
999000, ,
1002000, ,
1000000, ,
999000, ,
1000000, ,
1001000, ,
500000, ,
1001000, ,
1001000, ,
1026000, ,
1001000, ,
999000, ,
1002000, ,
1000000, ,
1001000, ,
1000000, ,
1002000, ,
1000000, ,
1001000, ,
1501000, ,
1000000, ,
1000000, ,
1002000, ,
1001000, ,
1000000, ,
1002000, ,
500000, ,
1001000, ,
1001000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1001000, ,
999000, ,
1016000, ,
1000000, ,
1000000, ,
1001000, ,
999000, ,
999000, ,
1001000, ,
1001000, ,
1000000, ,
1001000, ,
1000000, ,
1000000, ,
1000000, ,
1000000, ,
1001000, ,
1000000, ,
1001000, ,
1000000, ,
1000000, ,
1000000, ,
1500000, ,
1001000, ,
1003000, ,
1001000, ,
1010000, ,
1000000, ,
1000000, ,
1001000, ,
1001000, ,
1001000, ,
1000000, ,
1000000, ,
1001000, ,
1001000, ,
499000, ,
